ID,SUBPRIO,PRIORITY,WARN_TYPE,TIME_OUT,LM,ICON,COLOR,CHIME_TYPE,TEXT
W3340,3340,2,TA*,4,No,"tbd.75, tbd.76, tbd.77, tbd.78, tbd.79, tbd.80, tbd.81, tbd.82, tbd.83, tbd.84, tbd.85, tbd.86",Neutral,,"Drive Mode
{5 ICONS}
{Mode}
"
W3341,3341,2,TA*,4,No,"tbd.75, tbd.76, tbd.77, tbd.78 ",Neutral,No,"Damper Mode
{Normal Icon}{Sport Icon}"
W3342,3342,2,TA*,4,No,"tbd.77, tbd.78, tbd.79, tbd.80",Neutral,No,"Damper Mode
{Sport Icon}{Track Icon}"
W3343,3343,2,TA*,4,No,"tbd.82, tbd.83",Neutral,No,"Damper Mode
{Drag Strip Icon}"
W3344,3344,2,TA*,4,No,n/a,Amber,No,"Damper Mode
Selection
Not Available"
W3345,3345,2,TA*,4,No,"tbd.83, tbd.84, tbd.85, tbd.86",Neutral,No,"Exhaust Mode
{Normal Icon}{Sport Icon}"
W3346,3346,2,TA*,4,No,n/a,Amber,No,"Exhaust Mode
Selection
Not Available"
W3347,3347,2,TA*,4,No,"tbd.75, tbd.76",Neutral,No,"Damper Mode
{Normal Icon}"
W3360,3360,2,SC*,n/a,No,,Amber,info,"Air Suspension
Fault
Service Required"
W3361,3361,2,TA,4,No,,Neutral,info,"Air Suspension
ON
Due to 
Vehicle Speed"
W3370,3370,2,TA*,4,,L.09,Neutral,info,"Child Lock
ON"
W3371,3371,2,TA*,4,,L.10,Neutral,info,"Child Lock
OFF"
W3372,3372,2,TA*,4,,L.05,Neutral,info,Door Unlocked
W3373,3373,2,TA*,4,,L.04,Neutral,info,"Doors Locked
Unlock Before Opening"
W3374,3374,2,SC*,n/a,,n/a,Red,soft,"Driver Door Fault
Use Inside 
Override Lever In
Map Pocket"
W3375,3375,2,SC*,n/a,,n/a,Red,soft,"Door Fault
Service Required"
W3380,3380,2,TA*,4,No,J.934,Amber,No,"Rock Mode
Active"
W3381,3381,2,SC*,n/a,No,n/a,Amber,info,"To Enter
Rock Mode
 4x4 LOW is Required"
W3382,3382,2,SC*,n/a,No,n/a,Amber,info,"To Exit 4x4 LOW
Exit Rock Mode"
W3383,3383,2,TA*,4,No,J.931,Amber,No,"Mud, Snow, Grass
Mode Active"
W3389,3389,2,SC*,n/a,No,n/a,Amber,soft,"Axle
Over Temperature
Reduce Speed"
W3390,3390,2,TT/RTT,n/a,No,TBD.91,Green,No,
W3400,3400,2,SC*,n/a,No,n/a,Neutral,Info,"Park
will engage
at Low Speed"
W3401,3401,2,SC*,n/a,No,n/a,Neutral,Info,"Stay in Neutral Mode
Press Brake to
Unlock Shifter"
W3402,3402,2,SC*,n/a,No,n/a,Neutral,No,"Select S
to Confirm
Stay in Neutral Mode"
W3436,3402,2,SC*,n/a,No,n/a,Neutral,No,"Select L
to Confirm
Stay in Neutral Mode"
W3437,3402,2,SC*,n/a,No,n/a,Neutral,No,"Select M
to Confirm
Stay in Neutral Mode"
W3403,3403,2,SC*,n/a,No,n/a,Neutral,Info,"Shift
to Park"
W3404,3404,2,TA*,4,No,n/a,Neutral,info,"Sport
Not Available
in Selected Gear"
W3406,3406,2,SC*,n/a,No,n/a,Amber,soft,"Power Step
Fault"
W3407,3407,2,SC*,n/a,No,n/a,Neutral,info,"Drive Inhibited
Step Deployed
Stow Step"
W3408,3408,2,TA*,4,No,n/a,Amber,soft,"Fleet Monitor
Owner Notified"
W3409,3409,2,TA*,4,No,n/a,Amber,info,"Engine Brake
 On"
W3410,3410,2,TA*,4,No,n/a,Amber,info,"Automatic
Engine Brake
On"
W3411,3411,2,TT/RTT,n/a,No,B.16,Amber,,
W3412,3412,2,TT/RTT,n/a,No,tbd.93,Amber,,
W3562,3413,2,TA*,4,No,n/a,Amber,Yes,"Engine Brake
Off"
W3414,3414,2,TT/RTT,n/a,No,L.303(green),Amber,,
W3415,3415,2,TA*,4,No,n/a,Neutral,info,"Police Engine Idle
Not Available
"
W3416,3416,2,SC*,n/a,No,n/a,Amber,soft,"Police Engine Idle
Fault
"
W3417,3417,2,SC*,n/a,No,n/a,Amber,soft,"Police Engine Idle
Fault Restart Engine"
W3418,3418,2,NR,n/a,No,L.303(green),Neutral,info,"Police Engine Idle 
Active Reinsert 
Key or Press Button
"
W3420,3420,2,TT/RTT,n/a,No,M.04,Amber,,
W3423,3423,2,SC*,n/a,No,n/a,Amber,soft,"Trailer Tire Pressure
Low"
W3424,3424,2,SC*,n/a,No,tbd.97,Neutral,soft,"Trailer Tire Pressure
{Graphic}"
W3425,3425,2,SC*,n/a,No,tbd.97,Amber,soft,"Trailer Tire  Low
{Graphic}"
W3426,3426,2,SC*,n/a,No,None,Amber,soft,"Trailer Tire Pressure
Sensor
Fault"
W3427,3427,2,SC*,n/a,No,None,Amber,soft,"Trailer Tire Pressure
Monitor
Fault"
W3428,3428,2,TA,4,No,None,Neutral,info,"Vehicle must be
stationary
to access settings"
W3429,3429,2,SC*,n/a,No,None,Amber,soft,"Trailer Tire Pressure
Monitor Capability
Not Detected"
W3430,3430,2,SC*,n/a,No,None,Amber,soft,"Trailer Tire Pressure
Indication
Not Setup
See Manual"
W3435,3451,2,SC*,n/a,No,None,Red,hard,"Pedestrian Sounder
Fault
Service Now"
W3440,3440,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
TBA 1
:
TBA 10
Add Trailer

ICON Press Knob to Exit"
W3441,3441,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Stop Vehicle
to Activate

ICON Press Knob to Exit"
W3442,3442,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Locating Sticker
Please wait...

ICON Press Knob to Exit"
W3443,3443,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Backup Slowly
Turn Knob to Steer

ICON Press Knob to Exit"
W3444,3444,2,NR,n/a,No,tbd.94,Red,Cross Traffic Alert-4,"Pro Trailer Backup AssistTM
Stop Now
Max. Trailer Angle

ICON Press Knob to Exit"
W3445,3445,2,NR,n/a,No,n/a,Red,Hard,"Pro Trailer Backup AssistTM
Stop Now
Take Control of
Steering Wheel"
W3446,3446,2,NR,n/a,No,tbd.94,Amber,Cross Traffic Alert -2,"Pro Trailer Backup AssistTM
Reduce Speed
Turn Knob to Steer

ICON Press Knob to Exit"
W3447,3447,2,SC*,n/a,No,n/a,Amber,soft,"Pro Trailer Backup AssistTM
System is
Not Available"
W3448,3448,2,NR,n/a,No,n/a,Red,Hard,"Pro Trailer Backup AssistTM
Stop Now
Take Control of
Steering Wheel"
W3449,3449,2,NR,n/a,No,n/a,Red,Hard,"Pro Trailer Backup AssistTM
Stop Now
Take Control of
Steering Wheel"
W3450,3450,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Remove Hands
from Steering Wheel
to Activate.

ICON Press Knob to Exit"
W3451,3451,2,SC*,n/a,No,n/a,Neutral,info,"Pro Trailer Backup AssistTM
Cancelled by Driver
Take Control of
Steering Wheel"
W3452,3452,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Shift to Reverse
to Activate.

ICON Press Knob to Exit"
W3453,3453,2,NR,n/a,No,tbd.94,Neutral,info,"Pro Trailer Backup AssistTM

Sticker Located

ICON Press Knob to Exit"
W3454,3454,2,NR,n/a,No,n/a,Red,Hard,"Pro Trailer Backup AssistTM
Stop Now
Take Control of
Steering Wheel"
W3455,3455,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Drive Forward
to Straighten Trailer.

ICON Press Knob to Exit"
W3456,3456,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Sticker Not Found
Shift to Park

ICON Press Knob to Exit"
W3457,3457,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Sticker Not Found
Refer to
Owner's Manual.

ICON Press Knob to Exit"
W3458,3458,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
Drive Straight Forward
to Calibrate.

ICON Press Knob to Exit"
W3459,3459,2,NR,n/a,No,tbd.94,Neutral,No,"Pro Trailer Backup AssistTM
System
Calibrating...

ICON Press Knob to Exit"
W3460,3460,2,NR,n/a,No,tbd.94,Neutral,info,"Pro Trailer Backup AssistTM
Calibration Complete.
Stop Vehicle
to Activate.

ICON Press Knob to Exit"
W3462,3462,2,NR,n/a,No,n/a,Neutral,No,"Pro Trailer Backup AssistTM
Reduce Speed
to Calibrate"
W3470,3470,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
Exit
UTT 1
:
UTT 10
Add Trailer
Press OK to Select"
W3471,3471,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
Stop Vehicle
to Activate

Press OK to Exit"
W3472,3472,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
Locating Sticker
Please wait...

Press OK to Exit"
W3473,3473,2,SC*,n/a,No,n/a,Amber,soft,"Trailer Reverse GuidanceTM
System is
Not Available"
W3474,3474,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
Refer to Guide for
Feature Operation

Press OK to Exit"
W3475,3475,2,NR,n/a,No,n/a,Neutral,info,"Trailer Reverse GuidanceTM

Sticker Located

Press OK to Exit"
W3476,3476,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
Drive Forward
to Straighten Trailer.

Press OK to Continue"
W3477,3477,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
Sticker Not Found
Refer to
Owner's Manual.

Press OK to Exit"
W3478,3478,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
Drive Straight Forward
to Calibrate.

Press OK to Exit"
W3479,3479,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
System
Calibrating...

Press OK to Exit"
W3480,3480,2,NR,n/a,No,n/a,Neutral,info,"Trailer Reverse GuidanceTM
Calibration Complete.
Stop Vehicle
to Activate.

Press OK to Continue"
W3481,3481,2,NR,n/a,No,n/a,Neutral,No,"Trailer Reverse GuidanceTM
Reduce Speed
to Calibrate"
W3482,3482,2,NR,n/a,No,n/a,Neutral,No,Trailer Reverse GuidanceTM\nShift to Reverse\nto Activate\nPress OK to Exit
W3483,3483,2,NR,n/a,No,n/a,Neutral,No,Press the Trailer Icon\nin Center Display\n{Graphic}\nPress OK to Exit
W3485,3485,2,SC*,n/a,No,n/a,Neutral,No,"Trailer BLIS
Exit
Trailer 1
:
Trailer 10
Add Trailer
Press OK to Select"
W3486,3486,2,SC*,n/a,No,n/a,Amber,info,"Cross Traffic Alert
Deactivated
Trailer Attached "
W3487,3487,2,SC*,n/a,No,n/a,Amber,info,"
Blind Spot Alert
Deactivated
Trailer Attached "
W3488,3488,2,SC*,n/a,No,n/a,Amber,info,"Trailer BLIS
Not available
Due to 
Invalid Trailer"
W3490,3490,2,TA,10,No,n/a,Amber,No,"AdBlue® Level
Max Refill zz L"
W3491,3491,2,TA,10,No,n/a,Amber,No,"ARNOX32 Level
Max Refill zz L"
W3492,3492,2,TA,10,No,n/a,Amber,No,"ARLA32 Level
Max Refill zz L"
W3493,3493,2,TA,10,No,n/a,Amber,No,"AdBlue® Level
Empty. Min
Refill zz L"
W3494,3494,2,TA,10,No,n/a,Amber,No,"ARNOX32 Level
Empty. Min 
Refill zz L"
W3495,3495,2,TA,10,No,n/a,Amber,No,"ARLA32 Level
Empty. Min
Refill zz L"
W3496,3496,2,SC*,n/a,No,n/a,Amber,soft,"Incorrect AdBlue®
Service Required"
W3497,3497,2,SC*,n/a,No,n/a,Amber,soft,"Incorrect ARNOX32
Service Required"
W3498,3498,2,SC*,n/a,No,n/a,Amber,soft,"Incorrect ARLA32
Service Required"
W3499,3499,2,TA,10,No,n/a,Amber,No,"AdBlue® Level 
Min Refill zz L"
W3500,3500,2,TA,10,No,n/a,Amber,No,"ARNOX32 Level
Min Refill zz L"
W3501,3501,2,TA,10,No,n/a,Amber,No,"ARLA32 Level
Min Refill zz L"
W3510,3510,2,SC*,n/a,No,n/a,Amber,No,"Side-Wind Stabilization
Active"
W3511,3511,2,TA*,4,No,None,Neutral,No,M0 10R Gear indication graphic
W3513,3513,2,SC*,n/a,No,n/a,Neutral,No,"Tire Monitor
Hold to Reset"
W3514,3514,2,SC*,n/a,No,n/a,Neutral,No,"Tire Monitor
Reset Complete"
W3515,3515,2,SC*,n/a,No,n/a,Neutral,No,"Tire Monitor
Reset Cancelled"
W3516,3516,2,SC*,n/a,No,n/a,Neutral,No,"Tire Monitor
Reset Failed"
W3519,3519,2,SC*,n/a,No,n/a,Amber,No,"eCall System
Fault
Service Required"
W3520,3520,2,TA*,4,No,"tbd.101, tbd.102, tbd.103, tbd.104, tbd.105, tbd.106",Neutral,No,
W3521,3521,2,TA*,4,No,None,Neutral,No,"Selected 4x4 Mode
Not Available
in Current
Terrain Mode"
W3522,3522,2,TA*,4,No,None,Neutral,No,"Locking Differential
Not Available
in 2H"
W3523,3523,2,TA*,4,No,None,Amber,soft,"Terrain Management
System
Fault"
W3524,3524,2,TA*,4,No,None,Neutral,No,"Selected Terrain Mode
Preconditions 
Not Met"
W3527,3527,2,SC*,n/a,No,n/a,Amber,No,"4WD
Temporarily
Locked"
W3528,3528,2,SC*,n/a,No,n/a,Amber,No,"4x4
Temporarily
Locked"
W3529,3529,2,SC*,n/a,No,n/a,Amber,No,"AWD
Temporarily
Locked"
W3530,50,1,SC*,n/a,No,tbd.107,"Red/Neutral
(2 Screens that cycle)",Yes,Check Driving Direction
W3531,60,1,SC*,n/a,No,tbd.107,Red,Yes,Check Driving Direction
W3533,3533,2,SC*,n/a,No,n/a,Amber,Yes,"Adaptive Cruise Control
Speed Assist
Not Available"
W3566,3537,2,SC*,n/a,No,n/a,Amber,No,Hold for\nTraction Control\nOff\n{Scroll Bar}
W3538,3538,2,TA*,4,No,J.15,Amber,No,"AdvanceTrac
OFF
in 4x4 Low"
W3539,3539,2,SC*,n/a,No,n/a,Amber,No,"Hold for
AdvaceTrac
Off
{Scroll Bar}
"
W3540,3540,2,SC*,n/a,No,See HMI wallpaper,Neutral,No,"Drive Mode
{ICONS}
{Mode}
"
W3541,3541,2,SC*,n/a,No,n/a,Amber,No,"Drive Mode
Not Available"
W3542,3542,2,SC*,n/a,No,n/a,Neutral,No,"Drive Mode 
Selection Reduced
due to 
System Fault"
W3543,3543,2,SC*,n/a,No,n/a,Neutral,No,"Drive Mode
Preconditions 
Not Met"
W3550,3550,2,SC*,n/a,No,n/a,Neutral,No,"Head Up Display
Blockage Error
Check area and retry"
W3551,3551,2,SC*,n/a,No,N.04,Amber,No,"Head Up Display
System Fault
See Manual"
W3552,3552,2,SC*,n/a,No,N.04,Neutral,Yes,"Head Up Display
To Position
Use Information Center Menu"
W3560,3555,2,SC*,n/a,No,n/a,Amber,No,"Suspension
Fault
Speed Limited
to 80 MPH"
W3561,3556,2,SC*,n/a,No,n/a,Amber,No,"Suspension
Fault
Speed Limited
to 120 km/h"
